id,name,country_code,district,population,population_perc
1987,Jinxi,CHN,Liaoning,357052,0.0279480070572138
1988,Liaoyuan,CHN,Jilin,354141,0.0277201504745772
1989,Lianyungang,CHN,Jiangsu,354139,0.0277199939259117
1990,Xianyang,CHN,Shaanxi,352125,0.0275623494197523
1991,Taian,CHN,Shandong,350696,0.0274504953982519
1992,Chifeng,CHN,Inner Mongolia,350077,0.0274020435862794
1993,Shaoguan,CHN,Guangdong,350043,0.0273993822589659
1994,Nantong,CHN,Jiangsu,343341,0.0268747876808724
1995,Leshan,CHN,Sichuan,341128,0.0267015665824956
1996,Baoji,CHN,Shaanxi,337765,0.0264383300014559
1997,Linyi,CHN,Shandong,324720,0.0254172413307262
1998,Tonghua,CHN,Jilin,324600,0.0254078484107962
1999,Siping,CHN,Jilin,317223,0.0248304186580961
2000,Changzhi,CHN,Shanxi,317144,0.0248242349858088
2001,Tengzhou,CHN,Shandong,315083,0.0246629115860101
2002,Chaozhou,CHN,Guangdong,313469,0.0245365768129509
2003,Yangzhou,CHN,Jiangsu,312892,0.0244914125229539
2004,Dongwan,CHN,Guangdong,308669,0.0241608600157487
2005,Maanshan,CHN,Anhui,305421,0.0239066249829753
2006,Foshan,CHN,Guangdong,303160,0.0237296467166265
2007,Yueyang,CHN,Hunan,302800,0.0237014679568364
2008,Xingtai,CHN,Hebei,302789,0.0237006069391761
2009,Changde,CHN,Hunan,301276,0.0235821778737247
2010,Shihezi,CHN,Xinxiang,299676,0.0234569389413239
2011,Yancheng,CHN,Jiangsu,296831,0.0232342484646489
2012,Jiujiang,CHN,Jiangxi,291187,0.0227924681306054
2013,Dongying,CHN,Shandong,281728,0.0220520712171189
2014,Shashi,CHN,Hubei,281352,0.0220226400680047
2015,Xintai,CHN,Shandong,281248,0.0220144995373986
2016,Jingdezhen,CHN,Jiangxi,281183,0.0220094117057699
2017,Tongchuan,CHN,Shaanxi,280657,0.0219682394067431
2018,Zhongshan,CHN,Guangdong,278829,0.0218251539264753
2019,Shiyan,CHN,Hubei,273786,0.0214304164664148
2020,Tieli,CHN,Heilongjiang,265683,0.0207961595481379
2021,Jining,CHN,Shandong,265248,0.0207621102133914
2022,Wuhai,CHN,Inner Mongolia,264081,0.0206707640670717
2023,Mianyang,CHN,Sichuan,262947,0.0205820009737326
2024,Luzhou,CHN,Sichuan,262892,0.0205776958854314
2025,Zunyi,CHN,Guizhou,261862,0.0204970733226984
2026,Shizuishan,CHN,Ningxia,257862,0.0201839759916966
2027,Neijiang,CHN,Sichuan,256012,0.0200391684761083
2028,Tongliao,CHN,Inner Mongolia,255129,0.0199700522402896
2029,Tieling,CHN,Liaoning,254842,0.0199475875067903
2030,Wafangdian,CHN,Liaoning,251733,0.0197042326062691
2031,Anqing,CHN,Anhui,250718,0.0196247841585274
2032,Shaoyang,CHN,Hunan,247227,0.0193515284628956
2033,Laiwu,CHN,Shandong,246833,0.0193206883757919
2034,Chengde,CHN,Hebei,246799,0.0193180270484784
2035,Tianshui,CHN,Gansu,244974,0.0191751763912088
2036,Nanyang,CHN,Henan,243303,0.0190443799811828
2037,Cangzhou,CHN,Hebei,242708,0.0189978067531963
2038,Yibin,CHN,Sichuan,241019,0.0188656014051808
2039,Huaiyin,CHN,Jiangsu,239675,0.0187604007019642
2040,Dunhua,CHN,Jilin,235100,0.0184022956296309
2041,Yanji,CHN,Jilin,230892,0.018072917237417
2042,Jiangmen,CHN,Guangdong,230587,0.0180490435659281
2043,Tongling,CHN,Anhui,228017,0.0178478785307594
2044,Suihua,CHN,Heilongjiang,227881,0.0178372332215054
2045,Gongziling,CHN,Jilin,226569,0.0177345372969368
2046,Xiantao,CHN,Hubei,222884,0.0174460963807514
2047,Chaoyang,CHN,Liaoning,222394,0.0174077419577036
2048,Ganzhou,CHN,Jiangxi,220129,0.0172304505940239
2049,Huzhou,CHN,Zhejiang,218071,0.0170693620172234
2050,Baicheng,CHN,Jilin,217987,0.0170627869732724
2051,Shangzi,CHN,Heilongjiang,215373,0.0168581778674627
2052,Yangjiang,CHN,Guangdong,215196,0.0168443233105659
2053,Qitaihe,CHN,Heilongjiang,214957,0.0168256157450385
2054,Gejiu,CHN,Yunnan,214294,0.016773719862425
2055,Jiangyin,CHN,Jiangsu,213659,0.0167240156611284
2056,Hebi,CHN,Henan,212976,0.0166705542918599
2057,Jiaxing,CHN,Zhejiang,211526,0.0165570565093717
2058,Wuzhou,CHN,Guangxi,210452,0.0164729898759978
2059,Meihekou,CHN,Jilin,209038,0.0163623099694886
2060,Xuchang,CHN,Henan,208815,0.0163448547932853
2061,Liaocheng,CHN,Shandong,207844,0.0162688504161846
2062,Haicheng,CHN,Liaoning,205560,0.0160900718401825
2063,Qianjiang,CHN,Hubei,205504,0.0160856884775485
2064,Baiyin,CHN,Gansu,204970,0.0160438899838598
2065,Beian,CHN,Heilongjiang,204899,0.0160383325062345
2066,Yixing,CHN,Jiangsu,200824,0.0157193646002764
2067,Laizhou,CHN,Shandong,198664,0.0155502920415354
2068,Qaramay,CHN,Xinxiang,197602,0.0154671647001545
2069,Acheng,CHN,Heilongjiang,197595,0.0154666167798252
2070,Dezhou,CHN,Shandong,195485,0.0153014579377218
2071,Nanping,CHN,Fujian,195064,0.0152685044436338
2072,Zhaoqing,CHN,Guangdong,194784,0.0152465876304637
2073,Beipiao,CHN,Liaoning,194301,0.0152087811277452
2074,Fengcheng,CHN,Jiangxi,193784,0.0151683132977132
2075,Fuyu,CHN,Jilin,192981,0.0151054590085146
2076,Xinyang,CHN,Henan,192509,0.0150685135234564
2077,Dongtai,CHN,Jiangsu,192247,0.0150480056482758
2078,Yuci,CHN,Shanxi,191356,0.0149782632177951
2079,Honghu,CHN,Hubei,190772,0.0149325510074689
2080,Ezhou,CHN,Hubei,190123,0.0148817509655138
2081,Heze,CHN,Shandong,189293,0.014816783269331
2082,Daxian,CHN,Sichuan,188101,0.0147234802646924
2083,Linfen,CHN,Shanxi,187309,0.0146614869931541
2084,Tianmen,CHN,Hubei,186332,0.0145850129700569
2085,Yiyang,CHN,Hunan,185818,0.0145447799630232
2086,Quanzhou,CHN,Fujian,185154,0.0144928058060769
2087,Rizhao,CHN,Shandong,185048,0.0144845087268053
2088,Deyang,CHN,Sichuan,182488,0.0142841264349642
2089,Guangyuan,CHN,Sichuan,182241,0.0142647926747748
2090,Changshu,CHN,Jiangsu,181805,0.0142306650656956
2091,Zhangzhou,CHN,Fujian,181424,0.0142008425449177
2092,Hailar,CHN,Inner Mongolia,180650,0.0141402582113688
2093,Nanchong,CHN,Sichuan,180273,0.0141107487879219
2094,Jiutai,CHN,Jilin,180130,0.0140995555583386
2095,Zhaodong,CHN,Heilongjiang,179976,0.014087501311095
2096,Shaoxing,CHN,Zhejiang,179818,0.0140751339665205
2097,Fuyang,CHN,Anhui,179572,0.0140558784806638
2098,Maoming,CHN,Guangdong,178683,0.0139862925988487
2099,Qujing,CHN,Yunnan,178669,0.0139851967581902
2100,Ghulja,CHN,Xinxiang,177193,0.0138696638430505
2101,Jiaohe,CHN,Jilin,176367,0.0138050092441986
2102,Puyang,CHN,Henan,175988,0.0137753432720862
2103,Huadian,CHN,Jilin,175873,0.0137663417238199
2104,Jiangyou,CHN,Sichuan,175753,0.0137569488038899
2105,Qashqar,CHN,Xinxiang,174570,0.0136643502682461
2106,Anshun,CHN,Guizhou,174142,0.0136308488538289
2107,Fuling,CHN,Sichuan,173878,0.0136101844299828
2108,Xinyu,CHN,Jiangxi,173524,0.0135824753161891
2109,Hanzhong,CHN,Shaanxi,169930,0.013301157364284
2110,Danyang,CHN,Jiangsu,169603,0.0132755616574746
2111,Chenzhou,CHN,Hunan,169400,0.0132596719679263
2112,Xiaogan,CHN,Hubei,166280,0.0130154560497449
2113,Shangqiu,CHN,Henan,164880,0.0129058719838942
2114,Zhuhai,CHN,Guangdong,164747,0.0128954614976384
2115,Qingyuan,CHN,Guangdong,164641,0.0128871644183669
2116,Aqsu,CHN,Xinxiang,164092,0.0128441918096869
2117,Jining,CHN,Inner Mongolia,163552,0.0128019236700016
2118,Xiaoshan,CHN,Zhejiang,162930,0.0127532370350308
2119,Zaoyang,CHN,Hubei,162198,0.0126959402234575
2120,Xinghua,CHN,Jiangsu,161910,0.0126733972156254
2121,Hami,CHN,Xinxiang,161315,0.0126268239876389
2122,Huizhou,CHN,Guangdong,161023,0.0126039678824757
2123,Jinmen,CHN,Hubei,160794,0.0125860430602759
2124,Sanming,CHN,Fujian,160691,0.0125779808040026
2125,ulanhot,CHN,Inner Mongolia,159538,0.0124877304983413
2126,Korla,CHN,Xinxiang,159344,0.0124725452777877
2127,Wanxian,CHN,Sichuan,156823,0.0122752156849238
2128,Ruian,CHN,Zhejiang,156468,0.0122474282967974
2129,Zhoushan,CHN,Zhejiang,156317,0.0122356088725521
2130,Liangcheng,CHN,Shandong,156307,0.0122348261292246
2131,Jiaozhou,CHN,Shandong,153364,0.01200446476794
2132,Taizhou,CHN,Jiangsu,152442,0.0119322958331441
2133,Suzhou,CHN,Anhui,151862,0.0118868967201489
2134,Yichun,CHN,Jiangxi,151585,0.011865214729977
2135,Taonan,CHN,Jilin,150168,0.0117543000004696
2136,Pingdu,CHN,Shandong,150123,0.0117507776554958
2137,Jian,CHN,Jiangxi,148583,0.0116302351830601
2138,Longkou,CHN,Shandong,148362,0.0116129365555223
2139,Langfang,CHN,Hebei,148105,0.0115928200520054
2140,Zhoukou,CHN,Henan,146288,0.0114505955893978
2141,Suining,CHN,Sichuan,146086,0.0114347841741823
2142,Yulin,CHN,Guangxi,144467,0.0113080580294593
2143,Jinhua,CHN,Zhejiang,144280,0.0112934207292349
2144,Liuan,CHN,Anhui,144248,0.0112909159505869
2145,Shuangcheng,CHN,Heilongjiang,142659,0.0111665380358465
2146,Suizhou,CHN,Hubei,142302,0.0111385940990546
2147,Ankang,CHN,Shaanxi,142170,0.0111282618871315
2148,Weinan,CHN,Shaanxi,140169,0.0109716349472978
2149,Longjing,CHN,Jilin,139417,0.0109127726490695
2150,Daan,CHN,Jilin,138963,0.0108772361020008
2151,Lengshuijiang,CHN,Hunan,137994,0.0108013882735656
2152,Laiyang,CHN,Shandong,137080,0.0107298455334317
2153,Xianning,CHN,Hubei,136811,0.0107087897379218
2154,Dali,CHN,Yunnan,136554,0.010688673234405
2155,Anda,CHN,Heilongjiang,136446,0.0106802196064679
2156,Jincheng,CHN,Shanxi,136396,0.0106763058898304
2157,Longyan,CHN,Fujian,134481,0.0105264105426133
2158,Xichang,CHN,Sichuan,134419,0.0105215575339828
2159,Wendeng,CHN,Shandong,133910,0.0104817158986128
2160,Hailun,CHN,Heilongjiang,133565,0.0104547112538139
2161,Binzhou,CHN,Shandong,133555,0.0104539285104864
2162,Linhe,CHN,Inner Mongolia,133183,0.0104248104587032
2163,Wuwei,CHN,Gansu,133101,0.0104183919634177
2164,Duyun,CHN,Guizhou,132971,0.0104082163001601
2165,Mishan,CHN,Heilongjiang,132744,0.0103904480266257
2166,Shangrao,CHN,Jiangxi,132455,0.0103678267444609
2167,Changji,CHN,Xinxiang,132260,0.0103525632495745
2168,Meixian,CHN,Guangdong,132156,0.0103444227189685
2169,Yushu,CHN,Jilin,131861,0.0103213317908071
2170,Tiefa,CHN,Liaoning,131807,0.0103171049768386
2171,Huaian,CHN,Jiangsu,131149,0.0102656004658888
2172,Leiyang,CHN,Hunan,130115,0.0101846648058248
2173,Zalantun,CHN,Inner Mongolia,130031,0.0101780897618738
2174,Weihai,CHN,Shandong,128888,0.01008862219954
2175,Loudi,CHN,Hunan,128418,0.0100518332631473
2176,Qingzhou,CHN,Shandong,128258,0.0100393093699072
2177,Qidong,CHN,Jiangsu,126872,0.0099308211447151
2178,Huaihua,CHN,Hunan,126785,0.0099240112777658
2179,Luohe,CHN,Henan,126438,0.0098968500843014
2180,Chuzhou,CHN,Anhui,125341,0.0098109831412742
2181,Kaiyuan,CHN,Liaoning,124219,0.0097231593399282
2182,Linqing,CHN,Shandong,123958,0.0097027297390803
2183,Chaohu,CHN,Anhui,123676,0.0096806563772447
2184,Laohekou,CHN,Hubei,123366,0.009656391334092
2185,Dujiangyan,CHN,Sichuan,123357,0.0096556868650973
2186,Zhumadian,CHN,Henan,123232,0.0096459025735035
2187,Linchuan,CHN,Jiangxi,121949,0.0095454766045846
2188,Jiaonan,CHN,Shandong,121397,0.0095022691729064
2189,Sanmenxia,CHN,Henan,120523,0.0094338574060825
2190,Heyuan,CHN,Guangdong,120101,0.0094008256376618
2191,Manzhouli,CHN,Inner Mongolia,120023,0.0093947202397073
2192,Lhasa,CHN,Tibet,120000,0.009392919930054
2193,Lianyuan,CHN,Hunan,118858,0.009303530642053
2194,Kuytun,CHN,Xinxiang,118553,0.0092796569705641
2195,Puqi,CHN,Hubei,117264,0.0091787613556488
2196,Hongjiang,CHN,Hunan,116188,0.0090945381736093
2197,Qinzhou,CHN,Guangxi,114586,0.0089691426925431
2198,Renqiu,CHN,Hebei,114256,0.0089433121627354
2199,Yuyao,CHN,Zhejiang,114065,0.0089283617651801
2200,Guigang,CHN,Guangxi,114025,0.0089252307918701
2201,Kaili,CHN,Guizhou,113958,0.0089199864115758
2202,Yanan,CHN,Shaanxi,113277,0.0088666815909727
2203,Beihai,CHN,Guangxi,112673,0.0088194038939915
2204,Xuangzhou,CHN,Anhui,112673,0.0088194038939915
2205,Quzhou,CHN,Zhejiang,112373,0.0087959215941663
2206,Yongan,CHN,Fujian,111762,0.0087480959768558
2207,Zixing,CHN,Hunan,110048,0.0086139337705215
2208,Liyang,CHN,Jiangsu,109520,0.0085726049228293
2209,Yizheng,CHN,Jiangsu,109268,0.0085528797909762
2210,Yumen,CHN,Gansu,109234,0.0085502184636627
2211,Liling,CHN,Hunan,108504,0.0084930782007548
2212,Yuncheng,CHN,Shanxi,108359,0.008481728422506
2213,Shanwei,CHN,Guangdong,107847,0.0084416519641378
2214,Cixi,CHN,Zhejiang,107329,0.008401105859773
2215,Yuanjiang,CHN,Hunan,107004,0.0083756667016292
2216,Bozhou,CHN,Anhui,106346,0.0083241621906794
2217,Jinchang,CHN,Gansu,105287,0.0082412696722966
2218,Fuan,CHN,Fujian,105265,0.0082395476369761
2219,Suqian,CHN,Jiangsu,105021,0.008220448699785
2220,Shishou,CHN,Hubei,104571,0.0081852252500473
2221,Hengshui,CHN,Hebei,104269,0.0081615864015567
2222,Danjiangkou,CHN,Hubei,103211,0.0080787721575067
2223,Fujin,CHN,Heilongjiang,103104,0.0080703968039024
2224,Sanya,CHN,Hainan,102820,0.0080481668934013
2225,Guangshui,CHN,Hubei,102770,0.0080442531767637
2226,Huangshan,CHN,Anhui,102628,0.0080331382215132
2227,Xingcheng,CHN,Liaoning,102384,0.0080140392843221
2228,Zhucheng,CHN,Shandong,102134,0.0079944707011345
2229,Kunshan,CHN,Jiangsu,102052,0.0079880522058489
2230,Haining,CHN,Zhejiang,100478,0.0078648484060997
2231,Pingliang,CHN,Gansu,99265,0.0077699016404734
2232,Fuqing,CHN,Fujian,99193,0.0077642658885154
2233,Xinzhou,CHN,Shanxi,98667,0.0077230935894886
2234,Jieyang,CHN,Guangdong,98531,0.0077124482802346
2235,Zhangjiagang,CHN,Jiangsu,97994,0.0076704149635476
2236,Tong Xian,CHN,Peking,97168,0.0076057603646957
2237,Yaan,CHN,Sichuan,95900,0.0075065085107682
2238,Jinzhou,CHN,Liaoning,95761,0.0074956283785158
2239,Emeishan,CHN,Sichuan,94000,0.0073577872785423
2240,Enshi,CHN,Hubei,93056,0.0072838963084259
2241,Bose,CHN,Guangxi,93009,0.0072802174147866
2242,Yuzhou,CHN,Henan,92889,0.0072708244948565
2243,Kaiyuan,CHN,Yunnan,91999,0.0072011603387086
2244,Tumen,CHN,Jilin,91471,0.0071598314910164
2245,Putian,CHN,Fujian,91030,0.0071253125102735
2246,Linhai,CHN,Zhejiang,90870,0.0071127886170334
2247,Xilin Hot,CHN,Inner Mongolia,90646,0.0070952551664973
2248,Shaowu,CHN,Fujian,90286,0.0070670764067071
2249,Junan,CHN,Shandong,90222,0.0070620668494111
2250,Huaying,CHN,Sichuan,89400,0.0069977253478902
2251,Pingyi,CHN,Shandong,89373,0.006995611940906
2252,Huangyan,CHN,Zhejiang,89288,0.0069889586226222
2253,Bishkek,KGZ,Bishkek shaary,589400,12.543094275377738
2254,Osh,KGZ,Osh,222700,4.739306235369227
2255,Bikenibeu,KIR,South Tarawa,5055,6.090361445783133
2256,Bairiki,KIR,South Tarawa,2226,2.681927710843373
2257,Santafe de Bogota,COL,Santafe de Bogota,6260862,14.793747784787694
2258,Cali,COL,Valle,2077386,4.908641100163039
2259,MedellIn,COL,Antioquia,1861265,4.397970274804471
2260,Barranquilla,COL,Atlantico,1223260,2.8904326457314338
2261,Cartagena,COL,BolIvar,805757,1.9039176768034785
2262,Cucuta,COL,Norte de Santander,606932,1.434115450958153
2263,Bucaramanga,COL,Santander,515555,1.218201365752227
2264,Ibague,COL,Tolima,393664,0.9301859596890432
2265,Pereira,COL,Risaralda,381725,0.9019753786536236
2266,Santa Marta,COL,Magdalena,359147,0.848625977647031
2267,Manizales,COL,Caldas,337580,0.7976654615911722
2268,Bello,COL,Antioquia,333470,0.7879539708418988
2269,Pasto,COL,Narino,332396,0.7854162236242055
2270,Neiva,COL,Huila,300052,0.7089908083457385
2271,Soledad,COL,Atlantico,295058,0.697190520072777
2272,Armenia,COL,QuindIo,288977,0.6828217669714799
2273,Villavicencio,COL,Meta,273140,0.6454006285295716
2274,Soacha,COL,Cundinamarca,272058,0.6428439781668676
2275,Valledupar,COL,Cesar,263247,0.6220245268306515
2276,MonterIa,COL,Cordoba,248245,0.5865764041492403
2277,ItaguI,COL,Antioquia,228985,0.5410670825358569
2278,Palmira,COL,Valle,226509,0.5352165591550294
2279,Buenaventura,COL,Valle,224336,0.5300819923914841
2280,Floridablanca,COL,Santander,221913,0.5243567023463529
2281,Sincelejo,COL,Sucre,220704,0.5214999645566031
2282,Popayan,COL,Cauca,200719,0.4742775454266204
2283,Barrancabermeja,COL,Santander,178020,0.4206422343517402
2284,Dos Quebradas,COL,Risaralda,159363,0.3765577372935422
2285,Tulua,COL,Valle,152488,0.3603128470499279
2286,Envigado,COL,Antioquia,135848,0.3209943054275655
2287,Cartago,COL,Valle,125884,0.2974504383166749
2288,Girardot,COL,Cundinamarca,110963,0.2621937099784976
2289,Buga,COL,Valle,110699,0.2615699061931428
2290,Tunja,COL,Boyaca,109740,0.2593038916849791
2291,Florencia,COL,Caqueta,108574,0.2565487582996621
2292,Maicao,COL,La Guajira,108053,0.2553176909808369
2293,Sogamoso,COL,Boyaca,107728,0.2545497507147751
2294,Giron,COL,Santander,90688,0.2142860518418751
2295,Moroni,COM,Njazidja,36000,6.228373702422145
2296,Brazzaville,COG,Brazzaville,950000,32.27998640842677
2297,Pointe-Noire,COG,Kouilou,500000,16.989466530750935
2298,Kinshasa,COD,Kinshasa,5064000,9.80369380880474
2299,Lubumbashi,COD,Shaba,851381,1.6482382777713245
2300,Mbuji-Mayi,COD,East Kasai,806475,1.561302125682425
2301,Kolwezi,COD,Shaba,417810,0.8088628179811825
2302,Kisangani,COD,Haute-Zaire,417517,0.8082955821427189
2303,Kananga,COD,West Kasai,393030,0.7608897665234057
2304,Likasi,COD,Shaba,299118,0.5790800325241027
2305,Bukavu,COD,South Kivu,201569,0.3902292174855771
2306,Kikwit,COD,Bandundu,182142,0.3526193518410965
2307,Tshikapa,COD,West Kasai,180860,0.3501374530530065
2308,Matadi,COD,Bas-Zaire,172730,0.3343981105045108
2309,Mbandaka,COD,Equateur,169841,0.3288051264180896
2310,Mwene-Ditu,COD,East Kasai,137459,0.2661149184961474
2311,Boma,COD,Bas-Zaire,135284,0.2619042087737639
2312,uvira,COD,South Kivu,115590,0.2237774422116389
2313,Butembo,COD,North Kivu,109406,0.2118054748906183
2314,Goma,COD,North Kivu,109094,0.2112014558407867
2315,Kalemie,COD,Shaba,101309,0.1961300189723932
2316,Bantam,CCK,Home Island,503,83.83333333333334
2317,West Island,CCK,West Island,167,27.83333333333333
2318,Pyongyang,PRK,Pyongyang-si,2484000,10.33320853612879
2319,Hamhung,PRK,Hamgyong N,709730,2.9524106660010814
2320,Chongjin,PRK,Hamgyong P,582480,2.423062523399476
2321,Nampo,PRK,Nampo-si,566200,2.355339240401015
2322,Sinuiju,PRK,Pyongan P,326011,1.3561753816714506
2323,Wonsan,PRK,Kangwon,300148,1.2485877116352593
2324,Phyongsong,PRK,Pyongan N,272934,1.1353800074878322
2325,Sariwon,PRK,Hwanghae P,254146,1.0572236781896085
2326,Haeju,PRK,Hwanghae N,229172,0.953334165314697
2327,Kanggye,PRK,Chagang,223410,0.929364782228878
2328,Kimchaek,PRK,Hamgyong P,179000,0.7446233204376221
2329,Hyesan,PRK,Yanggang,178020,0.7405466117558966
2330,Kaesong,PRK,Kaesong-si,171500,0.7134240193019676
2331,Seoul,KOR,Seoul,9981619,21.308212364443683
2332,Pusan,KOR,Pusan,3804522,8.121684740841943
2333,Inchon,KOR,Inchon,2559424,5.463717872086073
2334,Taegu,KOR,Taegu,2548568,5.440543079156349
2335,Taejon,KOR,Taejon,1425835,3.0437942959610624
2336,Kwangju,KOR,Kwangju,1368341,2.9210592605242933
2337,ulsan,KOR,Kyongsangnam,1084891,2.3159657586884124
2338,Songnam,KOR,Kyonggi,869094,1.8552941678763557
2339,Puchon,KOR,Kyonggi,779412,1.6638459567927588
2340,Suwon,KOR,Kyonggi,755550,1.612906668943728
2341,Anyang,KOR,Kyonggi,591106,1.2618606438391256
2342,Chonju,KOR,Chollabuk,563153,1.2021881137392194
2343,Chongju,KOR,Chungchongbuk,531376,1.134352318333191
2344,Koyang,KOR,Kyonggi,518282,1.1063999658440782
2345,Ansan,KOR,Kyonggi,510314,1.0893903167961745
2346,Pohang,KOR,Kyongsangbuk,508899,1.0863696524634958
2347,Chang-won,KOR,Kyongsangnam,481694,1.028293911706942
2348,Masan,KOR,Kyongsangnam,441242,0.9419392024592264
2349,Kwangmyong,KOR,Kyonggi,350914,0.7491119460336436
2350,Chonan,KOR,Chungchongnam,330259,0.7050187857569806
2351,Chinju,KOR,Kyongsangnam,329886,0.7042225258304159
2352,Iksan,KOR,Chollabuk,322685,0.6888502262829819
2353,Pyongtaek,KOR,Kyonggi,312927,0.6680193834856119
2354,Kumi,KOR,Kyongsangbuk,311431,0.664825804798907
2355,uijongbu,KOR,Kyonggi,276111,0.589426607463069
2356,Kyongju,KOR,Kyongsangbuk,272968,0.5827171035778328
2357,Kunsan,KOR,Chollabuk,266569,0.5690568696097685
2358,Cheju,KOR,Cheju,258511,0.5518550935018358
2359,Kimhae,KOR,Kyongsangnam,256370,0.5472846042182564
2360,Sunchon,KOR,Chollanam,249263,0.532112970711297
2361,Mokpo,KOR,Chollanam,247452,0.5282469473144906
2362,Yong-in,KOR,Kyonggi,242643,0.517980958073606
2363,Wonju,KOR,Kang-won,237460,0.5069165741610452
2364,Kunpo,KOR,Kyonggi,235233,0.5021624967978824
2365,Chunchon,KOR,Kang-won,234528,0.5006575014943216
2366,Namyangju,KOR,Kyonggi,229060,0.4889847152250022
2367,Kangnung,KOR,Kang-won,220403,0.4705042267953206
2368,Chungju,KOR,Chungchongbuk,205206,0.4380625053368628
2369,Andong,KOR,Kyongsangbuk,188443,0.4022777730338998
2370,Yosu,KOR,Chollanam,183596,0.3919306634787806
2371,Kyongsan,KOR,Kyongsangbuk,173746,0.3709034241311587
2372,Paju,KOR,Kyonggi,163379,0.3487725215609256
2373,Yangsan,KOR,Kyongsangnam,163351,0.3487127486978054
2374,Ichon,KOR,Kyonggi,155332,0.3315942276492187
2375,Asan,KOR,Chungchongnam,154663,0.3301660831696695
2376,Koje,KOR,Kyongsangnam,147562,0.3150072581333789
2377,Kimchon,KOR,Kyongsangbuk,147027,0.3138651694987618
2378,Nonsan,KOR,Chungchongnam,146619,0.3129941934932969
2379,Kuri,KOR,Kyonggi,142173,0.3035031167278627
2380,Chong-up,KOR,Chollabuk,139111,0.2969665271966527
2381,Chechon,KOR,Chungchongbuk,137070,0.2926095124242165
2382,Sosan,KOR,Chungchongnam,134746,0.2876483647852446
2383,Shihung,KOR,Kyonggi,133443,0.2848667919050465
2384,Tong-yong,KOR,Kyongsangnam,131717,0.281182221842712
2385,Kongju,KOR,Chungchongnam,131229,0.2801404662283323
2386,Yongju,KOR,Kyongsangbuk,131097,0.279858679873623
2387,Chinhae,KOR,Kyongsangnam,125997,0.2689714798053112
2388,Sangju,KOR,Kyongsangbuk,124116,0.2649560242507044
2389,Poryong,KOR,Chungchongnam,122604,0.2617282896422167
2390,Kwang-yang,KOR,Chollanam,122052,0.2605499103407053
2391,Miryang,KOR,Kyongsangnam,121501,0.2593736657843054
2392,Hanam,KOR,Kyonggi,115812,0.2472291008453591
2393,Kimje,KOR,Chollabuk,115427,0.246407223977457
2394,Yongchon,KOR,Kyongsangbuk,113511,0.2423170523439501
2395,Sachon,KOR,Kyongsangnam,113494,0.2422807616770557
2396,uiwang,KOR,Kyonggi,108788,0.2322346511826487
2397,Naju,KOR,Chollanam,107831,0.2301917001110067
2398,Namwon,KOR,Chollabuk,103544,0.2210400478182905
2399,Tonghae,KOR,Kang-won,95472,0.2038083852787977
2400,Mun-gyong,KOR,Kyongsangbuk,92239,0.1969067543335325
2401,Athenai,GRC,Attika,772072,7.32120200650502
2402,Thessaloniki,GRC,Central Macedonia,383967,3.640981632324075
2403,Pireus,GRC,Attika,182671,1.7321846819082658
2404,Patras,GRC,West Greece,153344,1.4540902927259451
2405,Peristerion,GRC,Attika,137288,1.30183866410006
2406,Herakleion,GRC,Crete,116178,1.1016622888949998
2407,Kallithea,GRC,Attika,114233,1.083218752666964
2408,Larisa,GRC,Thessalia,113090,1.0723802118398968
2409,Zagreb,HRV,Grad Zagreb,706770,15.800804828973844
2410,Split,HRV,Split-Dalmatia,189388,4.234026380505253
2411,Rijeka,HRV,Primorje-Gorski Kota,167964,3.755063715627096
2412,Osijek,HRV,Osijek-Baranja,104761,2.3420746702436843
2413,La Habana,CuB,La Habana,2256000,20.14105883403268
2414,Santiago de Cuba,CuB,Santiago de Cuba,433180,3.867333273814838
2415,Camaguey,CuB,Camaguey,298726,2.6669583072939917
2416,HolguIn,CuB,HolguIn,249492,2.2274082671190074
2417,Santa Clara,CuB,Villa Clara,207350,1.851174002321221
2418,Guantanamo,CuB,Guantanamo,205078,1.8308900990982948
2419,Pinar del RIo,CuB,Pinar del RIo,142100,1.2686367288634943
2420,Bayamo,CuB,Granma,141000,1.2588161771270423
2421,Cienfuegos,CuB,Cienfuegos,132770,1.1853405945897688
2422,Victoria de las Tunas,CuB,Las Tunas,132350,1.1815909293813054
2423,Matanzas,CuB,Matanzas,123273,1.1005535220069635
2424,Manzanillo,CuB,Granma,109350,0.9762521203463976
2425,Sancti-SpIritus,CuB,Sancti-SpIritus,100751,0.8994821890902598
2426,Ciego de avila,CuB,Ciego de avila,98505,0.8794304079992857
2427,al-Salimiya,KWT,Hawalli,130215,6.603194726166328
2428,Jalib al-Shuyukh,KWT,Hawalli,102178,5.181440162271805
2429,Kuwait,KWT,al-Asima,28859,1.4634381338742393
2430,Nicosia,CYP,Nicosia,195000,25.83808135683053
2431,Limassol,CYP,Limassol,154400,20.458460315357097
2432,Vientiane,LAO,Viangchan,531800,9.788330572427755
2433,Savannakhet,LAO,Savannakhet,96652,1.7789803055402171
2434,Riga,LVA,Riika,764328,31.529081758930783
2435,Daugavpils,LVA,Daugavpils,114829,4.7367791436350135
2436,Liepaja,LVA,Liepaja,89439,3.689423314908011
2437,Maseru,LSO,Maseru,297000,13.794705062703205
2438,Beirut,LBN,Beirut,1100000,33.516148689823275
