id,name,country_code,district,population,population_perc
1478,Padova,ITA,Veneto,211391,0.3664892510402219
1479,Taranto,ITA,Apulia,208214,0.3609812760055478
1480,Brescia,ITA,Lombardia,191317,0.3316868932038835
1481,Reggio di Calabria,ITA,Calabria,179617,0.3114025658807212
1482,Modena,ITA,Emilia-Romagna,176022,0.3051699029126213
1483,Prato,ITA,Toscana,172473,0.2990169902912621
1484,Parma,ITA,Emilia-Romagna,168717,0.29250520110957
1485,Cagliari,ITA,Sardinia,165926,0.2876664355062413
1486,Livorno,ITA,Toscana,161673,0.2802929958391123
1487,Perugia,ITA,umbria,156673,0.271624479889043
1488,Foggia,ITA,Apulia,154891,0.2685350208044383
1489,Reggio nell Emilia,ITA,Emilia-Romagna,143664,0.2490707350901525
1490,Salerno,ITA,Campania,142055,0.2462812066574202
1491,Ravenna,ITA,Emilia-Romagna,138418,0.2399757281553398
1492,Ferrara,ITA,Emilia-Romagna,132127,0.2290690013869625
1493,Rimini,ITA,Emilia-Romagna,131062,0.2272226074895978
1494,Syrakusa,ITA,Sisilia,126282,0.2189355062413315
1495,Sassari,ITA,Sardinia,120803,0.2094365464632455
1496,Monza,ITA,Lombardia,119516,0.2072052704576976
1497,Bergamo,ITA,Lombardia,117837,0.2042943828016643
1498,Pescara,ITA,Abruzzit,115698,0.2005859916782247
1499,Latina,ITA,Latium,114099,0.1978138002773925
1500,Vicenza,ITA,Veneto,109738,0.190253120665742
1501,Terni,ITA,umbria,107770,0.1868411927877947
1502,Forli,ITA,Emilia-Romagna,107475,0.1863297503467406
1503,Trento,ITA,Trentino-Alto Adige,104906,0.181875866851595
1504,Novara,ITA,Piemonte,102037,0.1769018723994452
1505,Piacenza,ITA,Emilia-Romagna,98384,0.1705686546463245
1506,Ancona,ITA,Marche,98329,0.1704733009708738
1507,Lecce,ITA,Apulia,98208,0.1702635228848821
1508,Bolzano,ITA,Trentino-Alto Adige,97232,0.1685714285714285
1509,Catanzaro,ITA,Calabria,96700,0.1676490984743412
1510,La Spezia,ITA,Liguria,95504,0.1655755894590846
1511,udine,ITA,Friuli-Venezia Giuli,94932,0.1645839112343966
1512,Torre del Greco,ITA,Campania,94505,0.1638436199722607
1513,Andria,ITA,Apulia,94443,0.1637361303744798
1514,Brindisi,ITA,Apulia,93454,0.1620214979195561
1515,Giugliano in Campania,ITA,Campania,93286,0.1617302357836338
1516,Pisa,ITA,Toscana,92379,0.1601577669902912
1517,Barletta,ITA,Apulia,91904,0.1593342579750346
1518,Arezzo,ITA,Toscana,91729,0.1590308599167822
1519,Alessandria,ITA,Piemonte,90289,0.1565343273231622
1520,Cesena,ITA,Emilia-Romagna,89852,0.1557766990291262
1521,Pesaro,ITA,Marche,88987,0.1542770457697642
1522,Dili,TMP,Dili,47900,5.4124293785310735
1523,Wien,AuT,Wien,1608144,19.87374873328555
1524,Graz,AuT,Steiermark,240967,2.977915914876789
1525,Linz,AuT,North Austria,188022,2.3236115573790754
1526,Salzburg,AuT,Salzburg,144247,1.782631800093922
1527,Innsbruck,AuT,Tiroli,111752,1.3810524234410144
1528,Klagenfurt,AuT,Karnten,91141,1.1263377740428582
1529,Spanish Town,JAM,St. Catherine,110379,4.2732868757259
1530,Kingston,JAM,St. Andrew,103962,4.024854819976771
1531,Portmore,JAM,St. Andrew,99799,3.863685636856368
1532,Tokyo,JPN,Tokyo-to,7980230,6.297828179995896
1533,Jokohama [Yokohama],JPN,Kanagawa,3339594,2.6355367204886595
1534,Osaka,JPN,Osaka,2595674,2.048450842053759
1535,Nagoya,JPN,Aichi,2154376,1.7001878245497737
1536,Sapporo,JPN,Hokkaido,1790886,1.4133292296036744
1537,Kioto,JPN,Kyoto,1461974,1.153758858531812
1538,Kobe,JPN,Hyogo,1425139,1.1246894581498492
1539,Fukuoka,JPN,Fukuoka,1308379,1.032544943731553
1540,Kawasaki,JPN,Kanagawa,1217359,0.9607138911248956
1541,Hiroshima,JPN,Hiroshima,1119117,0.8831833893650267
1542,Kitakyushu,JPN,Fukuoka,1016264,0.8020139842479914
1543,Sendai,JPN,Miyagi,989975,0.7812672632858249
1544,Chiba,JPN,Chiba,863930,0.68179522389002
1545,Sakai,JPN,Osaka,797735,0.6295555345107882
1546,Kumamoto,JPN,Kumamoto,656734,0.5182805372729138
1547,Okayama,JPN,Okayama,624269,0.4926598481620026
1548,Sagamihara,JPN,Kanagawa,586300,0.462695519042884
1549,Hamamatsu,JPN,Shizuoka,568796,0.4488817336679451
1550,Kagoshima,JPN,Kagoshima,549977,0.4340301781965686
1551,Funabashi,JPN,Chiba,545299,0.4303383998611045
1552,Higashiosaka,JPN,Osaka,517785,0.4086249348927506
1553,Hachioji,JPN,Tokyo-to,513451,0.4052046340577995
1554,Niigata,JPN,Niigata,497464,0.3925880328929715
1555,Amagasaki,JPN,Hyogo,481434,0.3799374970405795
1556,Himeji,JPN,Hyogo,475167,0.3749917136228041
1557,Shizuoka,JPN,Shizuoka,473854,0.3739555218839276
1558,urawa,JPN,Saitama,469675,0.3706575437599634
1559,Matsuyama,JPN,Ehime,466133,0.3678622725192165
1560,Matsudo,JPN,Chiba,461126,0.3639108543649478
1561,Kanazawa,JPN,Ishikawa,455386,0.359380968164528
1562,Kawaguchi,JPN,Saitama,452155,0.3568311315245355
1563,Ichikawa,JPN,Chiba,441893,0.3487325788784191
1564,Omiya,JPN,Saitama,441649,0.3485400192559622
1565,utsunomiya,JPN,Tochigi,440353,0.3475172435563552
1566,Oita,JPN,Oita,433401,0.3420308726738955
1567,Nagasaki,JPN,Nagasaki,432759,0.3415242198967754
1568,Yokosuka,JPN,Kanagawa,430200,0.3395047113973199
1569,Kurashiki,JPN,Okayama,425103,0.3354822671528008
1570,Gifu,JPN,Gifu,408007,0.3219904667203308
1571,Hirakata,JPN,Osaka,403151,0.3181582145619268
1572,Nishinomiya,JPN,Hyogo,397618,0.3137916883690831
1573,Toyonaka,JPN,Osaka,396689,0.313058541281942
1574,Wakayama,JPN,Wakayama,391233,0.3087527818552015
1575,Fukuyama,JPN,Hiroshima,376921,0.2974580551478132
1576,Fujisawa,JPN,Kanagawa,372840,0.2942374165443439
1577,Asahikawa,JPN,Hokkaido,364813,0.2879026784727812
1578,Machida,JPN,Tokyo-to,364197,0.2874165443439557
1579,Nara,JPN,Nara,362812,0.2863235317328788
1580,Takatsuki,JPN,Osaka,361747,0.2854830563315814
1581,Iwaki,JPN,Fukushima,361737,0.2854751645437757
1582,Nagano,JPN,Nagano,361391,0.2852021086857016
1583,Toyohashi,JPN,Aichi,360066,0.2841564468014584
1584,Toyota,JPN,Aichi,346090,0.2731268841643386
1585,Suita,JPN,Osaka,345750,0.2728585633789478
1586,Takamatsu,JPN,Kagawa,332471,0.2623790583518791
1587,Koriyama,JPN,Fukushima,330335,0.2606933724766008
1588,Okazaki,JPN,Aichi,328711,0.2594117461369699
1589,Kawagoe,JPN,Saitama,327211,0.2582279779661284
1590,Tokorozawa,JPN,Saitama,325809,0.257121549315782
1591,Toyama,JPN,Toyama,325790,0.2571065549189513
1592,Kochi,JPN,Kochi,324710,0.2562542418359455
1593,Kashiwa,JPN,Chiba,320296,0.2527708066985495
1594,Akita,JPN,Akita,314440,0.2481493757595846
1595,Miyazaki,JPN,Miyazaki,303784,0.2397398866739271
1596,Koshigaya,JPN,Saitama,301446,0.2378947866849756
1597,Naha,JPN,Okinawa,299851,0.2366360465299809
1598,Aomori,JPN,Aomori,295969,0.2335724545038433
1599,Hakodate,JPN,Hokkaido,294788,0.2326404343640008
1600,Akashi,JPN,Hyogo,292253,0.2306398661552788
1601,Yokkaichi,JPN,Mie,288173,0.2274200167305901
1602,Fukushima,JPN,Fukushima,287525,0.2269086288807866
1603,Morioka,JPN,Iwate,287353,0.2267728901305301
1604,Maebashi,JPN,Gumma,284473,0.2245000552425146
1605,Kasugai,JPN,Aichi,282348,0.2228230503338226
1606,Otsu,JPN,Shiga,282070,0.2226036586328267
1607,Ichihara,JPN,Chiba,279280,0.2204018498350616
1608,Yao,JPN,Osaka,276421,0.2181455877014378
1609,Ichinomiya,JPN,Aichi,270828,0.2137317107817604
1610,Tokushima,JPN,Tokushima,269649,0.2128012689994791
1611,Kakogawa,JPN,Hyogo,266281,0.2101433148665498
1612,Ibaraki,JPN,Osaka,261020,0.2059914453020187
1613,Neyagawa,JPN,Osaka,257315,0.2030675379200404
1614,Shimonoseki,JPN,Yamaguchi,257263,0.2030265006234512
1615,Yamagata,JPN,Yamagata,255617,0.2017275123506479
1616,Fukui,JPN,Fukui,254818,0.2010969585049797
1617,Hiratsuka,JPN,Kanagawa,254207,0.2006147702700569
1618,Mito,JPN,Ibaragi,246559,0.1945791309563268
1619,Sasebo,JPN,Nagasaki,244240,0.192749025364206
1620,Hachinohe,JPN,Aomori,242979,0.1917538709219186
1621,Takasaki,JPN,Gumma,239124,0.1887115867228562
1622,Shimizu,JPN,Shizuoka,239123,0.1887107975440756
1623,Kurume,JPN,Fukuoka,235611,0.1859392016667456
1624,Fuji,JPN,Shizuoka,231527,0.1827161955269347
1625,Soka,JPN,Saitama,222768,0.1758037785880013
1626,Fuchu,JPN,Tokyo-to,220576,0.1740738987010117
1627,Chigasaki,JPN,Kanagawa,216015,0.1704744542828732
1628,Atsugi,JPN,Kanagawa,212407,0.1676270972426093
1629,Numazu,JPN,Shizuoka,211382,0.1668181889925343
1630,Ageo,JPN,Saitama,209442,0.1652871821582461
1631,Yamato,JPN,Kanagawa,208234,0.1643338541913285
1632,Matsumoto,JPN,Nagano,206801,0.1632029609987846
1633,Kure,JPN,Hiroshima,206504,0.162968574900958
1634,Takarazuka,JPN,Hyogo,205993,0.1625653045440914
1635,Kasukabe,JPN,Saitama,201838,0.1592862667108606
1636,Chofu,JPN,Tokyo-to,201585,0.1590866044793787
1637,Odawara,JPN,Kanagawa,200171,0.1579707056836655
1638,Kofu,JPN,Yamanashi,199753,0.1576408289533911
1639,Kushiro,JPN,Hokkaido,197608,0.1559480404690878
1640,Kishiwada,JPN,Osaka,197276,0.1556860331139416
1641,Hitachi,JPN,Ibaragi,196622,0.1551699101914547
1642,Nagaoka,JPN,Niigata,192407,0.1518435216313903
1643,Itami,JPN,Hyogo,190886,0.1506431807061571
1644,uji,JPN,Kyoto,188735,0.1489456571491705
1645,Suzuka,JPN,Mie,184061,0.1452570355288287
1646,Hirosaki,JPN,Aomori,177522,0.1400965954827406
1647,ube,JPN,Yamaguchi,175206,0.1382688574269615
1648,Kodaira,JPN,Tokyo-to,174984,0.1380936597376769
1649,Takaoka,JPN,Toyama,174380,0.1376169957542181
1650,Obihiro,JPN,Hokkaido,173685,0.1370685165017283
1651,Tomakomai,JPN,Hokkaido,171958,0.1357056047476995
1652,Saga,JPN,Saga,170034,0.1341872247739002
1653,Sakura,JPN,Chiba,168072,0.1326388560064396
1654,Kamakura,JPN,Kanagawa,167661,0.1323145035276291
1655,Mitaka,JPN,Tokyo-to,167268,0.1320043562668686
1656,Izumi,JPN,Osaka,166979,0.1317762835992866
1657,Hino,JPN,Tokyo-to,166770,0.1316113452341493
1658,Hadano,JPN,Kanagawa,166512,0.1314077371087646
1659,Ashikaga,JPN,Tochigi,165243,0.1304062692362327
1660,Tsu,JPN,Mie,164543,0.1298538440898401
1661,Sayama,JPN,Saitama,162472,0.1282194548352984
1662,Yachiyo,JPN,Chiba,161222,0.1272329813595972
1663,Tsukuba,JPN,Ibaragi,160768,0.1268746941932225
1664,Tachikawa,JPN,Tokyo-to,159430,0.125818772984832
1665,Kumagaya,JPN,Saitama,157171,0.1240360181195448
1666,Moriguchi,JPN,Osaka,155941,0.1230653282194548
1667,Otaru,JPN,Hokkaido,155784,0.1229414271509067
1668,Anjo,JPN,Aichi,153823,0.1213938475622267
1669,Narashino,JPN,Chiba,152849,0.1206251874299603
1670,Oyama,JPN,Tochigi,152820,0.1206023012453241
1671,Ogaki,JPN,Gifu,151758,0.1197641933803683
1672,Matsue,JPN,Shimane,149821,0.1182355540824218
1673,Kawanishi,JPN,Hyogo,149794,0.1182142462553466
1674,Hitachinaka,JPN,Tokyo-to,148006,0.1168031945957037
1675,Niiza,JPN,Saitama,147744,0.1165964297551967
1676,Nagareyama,JPN,Chiba,147738,0.1165916946825133
1677,Tottori,JPN,Tottori,147523,0.1164220212446927
1678,Tama,JPN,Ibaragi,146712,0.1157819972536578
1679,Iruma,JPN,Saitama,145922,0.1151585460170147
1680,Ota,JPN,Gumma,145317,0.1146810928547753
1681,Omuta,JPN,Fukuoka,142889,0.1127649667755733
1682,Komaki,JPN,Aichi,139827,0.1103485013494957
1683,Ome,JPN,Tokyo-to,139216,0.1098663131145729
1684,Kadoma,JPN,Osaka,138953,0.1096587590952854
1685,Yamaguchi,JPN,Yamaguchi,138210,0.1090723992613286
1686,Higashimurayama,JPN,Tokyo-to,136970,0.108093817573433
1687,Yonago,JPN,Tottori,136461,0.1076921255741275
1688,Matsubara,JPN,Osaka,135010,0.1065470271635336
1689,Musashino,JPN,Tokyo-to,134426,0.106086146755686
1690,Tsuchiura,JPN,Ibaragi,134072,0.1058067774673674
1691,Joetsu,JPN,Niigata,133505,0.1053593130987893
1692,Miyakonojo,JPN,Miyazaki,133183,0.1051051975314487
1693,Misato,JPN,Saitama,132957,0.104926843127042
1694,Kakamigahara,JPN,Gifu,131831,0.1040382278201303
1695,Daito,JPN,Osaka,130594,0.1030620136685764
1696,Seto,JPN,Aichi,130470,0.1029641554997869
1697,Kariya,JPN,Aichi,127969,0.100990419369604
1698,urayasu,JPN,Chiba,127550,0.1006597534605489
1699,Beppu,JPN,Oita,127486,0.100609246018593
1700,Niihama,JPN,Ehime,127207,0.1003890651388165
1701,Minoo,JPN,Osaka,127026,0.100246223779535
1702,Fujieda,JPN,Shizuoka,126897,0.1001444197168426
1703,Abiko,JPN,Chiba,126670,0.0999652761336553
1704,Nobeoka,JPN,Miyazaki,125547,0.0990790283630853
1705,Tondabayashi,JPN,Osaka,125094,0.0987215303754912
1706,ueda,JPN,Nagano,124217,0.0980294205849393
1707,Kashihara,JPN,Nara,124013,0.0978684281137048
1708,Matsusaka,JPN,Mie,123582,0.0975282920592831
1709,Isesaki,JPN,Gumma,123285,0.0972939059614565
1710,Zama,JPN,Kanagawa,122046,0.0963161134523414
1711,Kisarazu,JPN,Chiba,121967,0.0962537683286771
1712,Noda,JPN,Chiba,121030,0.0955143078112915
1713,Ishinomaki,JPN,Miyagi,120963,0.0954614328329939
1714,Fujinomiya,JPN,Shizuoka,119714,0.0944757485360733
1715,Kawachinagano,JPN,Osaka,119666,0.0944378679546064
1716,Imabari,JPN,Ehime,119357,0.0941940117114131
1717,Aizuwakamatsu,JPN,Fukushima,119287,0.0941387691967738
1718,Higashihiroshima,JPN,Hiroshima,119166,0.0940432785643259
1719,Habikino,JPN,Osaka,118968,0.0938870211657749
1720,Ebetsu,JPN,Hokkaido,118805,0.0937583850245434
1721,Hofu,JPN,Yamaguchi,118751,0.0937157693703931
1722,Kiryu,JPN,Gumma,118326,0.0933803683886547
1723,Okinawa,JPN,Okinawa,117748,0.0929242230534905
1724,Yaizu,JPN,Shizuoka,117258,0.0925375254510156
1725,Toyokawa,JPN,Aichi,115781,0.0913719083921271
1726,Ebina,JPN,Kanagawa,115571,0.0912061808482093
1727,Asaka,JPN,Saitama,114815,0.0906095616901052
1728,Higashikurume,JPN,Tokyo-to,111666,0.0881244377101188
1729,Ikoma,JPN,Nara,111645,0.088107864955727
1730,Kitami,JPN,Hokkaido,111295,0.0878316523825307
1731,Koganei,JPN,Tokyo-to,110969,0.0875743801000678
1732,Iwatsuki,JPN,Saitama,110034,0.0868364979402433
1733,Mishima,JPN,Shizuoka,109699,0.0865721230487554
1734,Handa,JPN,Aichi,108600,0.0857048155689189
1735,Muroran,JPN,Hokkaido,108275,0.0854483324652366
1736,Komatsu,JPN,Ishikawa,107937,0.085181590037407
1737,Yatsushiro,JPN,Kumamoto,107661,0.0849637766939722
1738,Iida,JPN,Nagano,107583,0.0849022207490885
1739,Tokuyama,JPN,Yamaguchi,107078,0.0845036854649052
1740,Kokubunji,JPN,Tokyo-to,106996,0.0844389728048992
1741,Akishima,JPN,Tokyo-to,106914,0.0843742601448932
1742,Iwakuni,JPN,Yamaguchi,106647,0.0841635494104834
1743,Kusatsu,JPN,Shiga,106232,0.0838360402165506
1744,Kuwana,JPN,Mie,106121,0.0837484413719084
1745,Sanda,JPN,Hyogo,105643,0.0833712139148002
1746,Hikone,JPN,Shiga,105508,0.0832646747794245
1747,Toda,JPN,Saitama,103969,0.0820501286361412
1748,Tajimi,JPN,Gifu,103171,0.0814203639692535
1749,Ikeda,JPN,Osaka,102710,0.081056552551415
1750,Fukaya,JPN,Saitama,102156,0.0806193475069842
1751,Ise,JPN,Mie,101732,0.0802847357040263
1752,Sakata,JPN,Yamagata,101651,0.0802208122228009
1753,Kasuga,JPN,Fukuoka,101344,0.0799785343371687
1754,Kamagaya,JPN,Chiba,100821,0.0795657938349353
1755,Tsuruoka,JPN,Yamagata,100713,0.0794805625266347
1756,Hoya,JPN,Tokyo-to,100313,0.0791648910144104
1757,Nishio,JPN,Chiba,100032,0.0789431317770727
1758,Tokai,JPN,Aichi,99738,0.0787111132155878
1759,Inazawa,JPN,Aichi,98746,0.0779282478652714
1760,Sakado,JPN,Saitama,98221,0.0775139290054769
1761,Isehara,JPN,Kanagawa,98123,0.0774365894849819
1762,Takasago,JPN,Hyogo,97632,0.0770491027037265
1763,Fujimi,JPN,Saitama,96972,0.0765282447085562
1764,urasoe,JPN,Okinawa,96002,0.0757627412914121
1765,Yonezawa,JPN,Yamagata,95592,0.0754391779913821
1766,Konan,JPN,Aichi,95521,0.0753831462979623
1767,Yamatokoriyama,JPN,Nara,95165,0.0751021986520826
1768,Maizuru,JPN,Kyoto,94784,0.0748015215366889
1769,Onomichi,JPN,Hiroshima,93756,0.0739902457502722
1770,Higashimatsuyama,JPN,Saitama,93342,0.07366352573512
1771,Kimitsu,JPN,Chiba,93216,0.0735640892087693
1772,Isahaya,JPN,Nagasaki,93058,0.0734393989614407
1773,Kanuma,JPN,Tochigi,93053,0.0734354530675379
1774,Izumisano,JPN,Osaka,92583,0.0730645390406742
1775,Kameoka,JPN,Kyoto,92398,0.0729185409662705
1776,Mobara,JPN,Chiba,91664,0.0723392837413387
1777,Narita,JPN,Chiba,91470,0.0721861830579099
1778,Kashiwazaki,JPN,Niigata,91229,0.0719959909717947
1779,Tsuyama,JPN,Okayama,91170,0.0719494294237416
1780,Sanaa,YEM,Sanaa,503600,2.7804770318021204
1781,Aden,YEM,Aden,398300,2.199094522968198
1782,Taizz,YEM,Taizz,317600,1.7535335689045937
1783,Hodeida,YEM,Hodeida,298500,1.6480786219081272
1784,al-Mukalla,YEM,Hadramawt,122400,0.6757950530035336
1785,Ibb,YEM,Ibb,103300,0.5703401060070671
1786,Amman,JOR,Amman,1000000,19.67342120794806
1787,al-Zarqa,JOR,al-Zarqa,389815,7.668994688176274
1788,Irbid,JOR,Irbid,231511,4.554613417273264
1789,al-Rusayfa,JOR,al-Zarqa,137247,2.700118040527248
1790,Wadi al-Sir,JOR,Amman,89104,1.7529805233130042
1791,Flying Fish Cove,CXR,,700,28.000000000000004
1792,Beograd,YuG,Central Serbia,1204000,11.31578947368421
1793,Novi Sad,YuG,Vojvodina,179626,1.6882142857142857
1794,NiS,YuG,Central Serbia,175391,1.6484116541353382
1795,PriStina,YuG,Kosovo and Metohija,155496,1.4614285714285715
1796,Kragujevac,YuG,Central Serbia,147305,1.3844454887218045
1797,Podgorica,YuG,Montenegro,135000,1.268796992481203
1798,Subotica,YuG,Vojvodina,100386,0.9434774436090226
1799,Prizren,YuG,Kosovo and Metohija,92303,0.8675093984962406
1800,Phnom Penh,KHM,Phnom Penh,570155,5.105256088825215
1801,Battambang,KHM,Battambang,129800,1.1622492836676217
1802,Siem Reap,KHM,Siem Reap,105100,0.9410816618911176
1803,Douala,CMR,Littoral,1448300,9.60092807424594
1804,Yaounde,CMR,Centre,1372800,9.100430891614186
1805,Garoua,CMR,Nord,177000,1.173351010938018
1806,Maroua,CMR,Extreme-Nord,143000,0.9479615512098112
1807,Bamenda,CMR,Nord-Ouest,138000,0.9148160424262513
1808,Bafoussam,CMR,Ouest,131000,0.8684123301292676
1809,Nkongsamba,CMR,Littoral,112454,0.7454690089492874
1810,Montreal,CAN,Quebec,1016376,3.2631585706488586
1811,Calgary,CAN,Alberta,768082,2.4659903040421227
1812,Toronto,CAN,Ontario,688275,2.2097633801008123
1813,North York,CAN,Ontario,622632,1.9990111407198123
1814,Winnipeg,CAN,Manitoba,618477,1.9856711721835167
1815,Edmonton,CAN,Alberta,616306,1.9787009984910269
1816,Mississauga,CAN,Ontario,608072,1.952265065656404
1817,Scarborough,CAN,Ontario,594501,1.9086942562686613
1818,Vancouver,CAN,British Colombia,514008,1.650264873021479
1819,Etobicoke,CAN,Ontario,348845,1.11999550518509
1820,London,CAN,Ontario,339917,1.0913314283879667
1821,Hamilton,CAN,Ontario,335614,1.0775162937040486
1822,Ottawa,CAN,Ontario,335277,1.0764343275435837
1823,Laval,CAN,Quebec,330393,1.060753844672039
1824,Surrey,CAN,British Colombia,304477,0.977548399524834
1825,Brampton,CAN,Ontario,296711,0.9526150191029634
1826,Windsor,CAN,Ontario,207588,0.6664783125180596
1827,Saskatoon,CAN,Saskatchewan,193647,0.6217195877612611
1828,Kitchener,CAN,Ontario,189959,0.6098789610556394
1829,Markham,CAN,Ontario,189098,0.6071146498860244
1830,Regina,CAN,Saskatchewan,180400,0.5791890069669631
1831,Burnaby,CAN,British Colombia,179209,0.5753652037114328
1832,Quebec,CAN,Quebec,167264,0.537014800783382
1833,York,CAN,Ontario,154980,0.4975760105307092
1834,Richmond,CAN,British Colombia,148867,0.4779497222846502
1835,Vaughan,CAN,Ontario,147889,0.474809773011847
1836,Burlington,CAN,Ontario,145150,0.4660159886987511
1837,Oshawa,CAN,Ontario,140173,0.4500369216939031
1838,Oakville,CAN,Ontario,139192,0.4468873406748643
1839,Saint Catharines,CAN,Ontario,136216,0.4373326484091566
1840,Longueuil,CAN,Quebec,127977,0.410880662664141
1841,Richmond Hill,CAN,Ontario,116428,0.3738016502391884
1842,Thunder Bay,CAN,Ontario,115913,0.3721482004687449
1843,Nepean,CAN,Ontario,115100,0.3695379972388994
1844,Cape Breton,CAN,Nova Scotia,114733,0.3683597136160786
1845,East York,CAN,Ontario,114034,0.3661155167431855
1846,Halifax,CAN,Nova Scotia,113910,0.3657174045654477
1847,Cambridge,CAN,Ontario,109186,0.350550614826468
1848,Gloucester,CAN,Ontario,107314,0.3445404051754583
1849,Abbotsford,CAN,British Colombia,105403,0.3384049828233859
1850,Guelph,CAN,Ontario,103593,0.3325938292612451
1851,Saint Johns,CAN,Newfoundland,101936,0.3272738947571194
1852,Coquitlam,CAN,British Colombia,101820,0.3269014672360099
1853,Saanich,CAN,British Colombia,101388,0.3255144957780845
1854,Gatineau,CAN,Quebec,100702,0.3233120364722124
1855,Delta,CAN,British Colombia,95411,0.3063248466947058
1856,Sudbury,CAN,Ontario,92686,0.2975760105307092
1857,Kelowna,CAN,British Colombia,89442,0.2871608822679552
1858,Barrie,CAN,Ontario,89269,0.2866054515683693
1859,Praia,CPV,Sao Tiago,94800,22.14953271028037
1860,Almaty,KAZ,Almaty Qalasy,1129400,6.961721013376071
1861,Qaraghandy,KAZ,Qaraghandy,436900,2.693090057326019
1862,Shymkent,KAZ,South Kazakstan,360100,2.2196880971460278
1863,Taraz,KAZ,Taraz,330100,2.034765456450718
1864,Astana,KAZ,Astana,311200,1.918264192812673
1865,oskemen,KAZ,East Kazakstan,311000,1.917031375208038
1866,Pavlodar,KAZ,Pavlodar,300500,1.85230845096468
1867,Semey,KAZ,East Kazakstan,269600,1.6618381310485115
1868,Aqtobe,KAZ,Aqtobe,253100,1.5601306786660911
1869,Qostanay,KAZ,Qostanay,221400,1.3647290883313814
1870,Petropavl,KAZ,North Kazakstan,203500,1.2543919127165135
1871,Oral,KAZ,West Kazakstan,195500,1.2050792085310975
1872,Temirtau,KAZ,Qaraghandy,170500,1.0509770079516736
1873,Qyzylorda,KAZ,Qyzylorda,157400,0.9702274548480552
1874,Aqtau,KAZ,Mangghystau,143400,0.8839302225235777
1875,Atyrau,KAZ,Atyrau,142500,0.8783825433027184
1876,Ekibastuz,KAZ,Pavlodar,127200,0.7840719965481108
1877,Kokshetau,KAZ,North Kazakstan,123400,0.7606484620600382
1878,Rudnyy,KAZ,Qostanay,109500,0.6749676385378783
1879,Taldyqorghan,KAZ,Almaty,98000,0.6040806262713432
1880,Zhezqazghan,KAZ,Qaraghandy,90000,0.5547679220859274
1881,Nairobi,KEN,Nairobi,2290000,7.613031914893617
1882,Mombasa,KEN,Coast,461753,1.5350831117021275
